#Firmware: MS3 1.5.1 release     20171006 16:30BST (c) JSM/KC ********
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
Flag,Flag,Flag,Flag,ms,ms
1.0,1.0,0.0,1.0,12.215,64119.832
0.0,0.0,0.0,1.0,18.728,64138.56
1.0,0.0,0.0,1.0,11.933,64150.492
1.0,1.0,1.0,1.0,9.908,64160.4
0.0,1.0,0.0,1.0,8.553,64168.953
1.0,1.0,0.0,1.0,11.819,64180.773
0.0,0.0,0.0,1.0,18.517,64199.29
0.0,1.0,1.0,1.0,9.873,64209.16
1.0,1.0,0.0,1.0,2.158,64211.316
0.0,1.0,0.0,1.0,18.569,64229.887
1.0,1.0,0.0,1.0,12.012,64241.9
0.0,0.0,0.0,1.0,18.431,64260.33
1.0,0.0,0.0,1.0,11.766,64272.094
1.0,1.0,1.0,1.0,9.766,64281.86
0.0,1.0,0.0,1.0,8.429,64290.29
1.0,1.0,0.0,1.0,11.691,64301.98
0.0,0.0,0.0,1.0,18.186,64320.168
0.0,1.0,1.0,1.0,9.57,64329.74
1.0,1.0,0.0,1.0,2.091,64331.83
0.0,1.0,0.0,1.0,17.936,64349.766
1.0,1.0,0.0,1.0,11.582,64361.348
0.0,0.0,0.0,1.0,17.868,64379.215
1.0,0.0,0.0,1.0,11.425,64390.64
1.0,1.0,1.0,1.0,9.494,64400.133
0.0,1.0,0.0,1.0,8.227,64408.36
1.0,1.0,0.0,1.0,11.412,64419.77
0.0,0.0,0.0,1.0,17.931,64437.7
0.0,1.0,1.0,1.0,9.623,64447.32
1.0,1.0,0.0,1.0,2.101,64449.42
0.0,1.0,0.0,1.0,18.145,64467.566
1.0,1.0,0.0,1.0,11.801,64479.367
0.0,0.0,0.0,1.0,18.056,64497.42
1.0,0.0,0.0,1.0,11.519,64508.94
1.0,1.0,1.0,1.0,9.588,64518.53
0.0,1.0,0.0,1.0,8.361,64526.89
1.0,1.0,0.0,1.0,11.629,64538.52
0.0,0.0,0.0,1.0,18.299,64556.82
0.0,1.0,1.0,1.0,9.886,64566.707
1.0,1.0,0.0,1.0,2.175,64568.883
0.0,1.0,0.0,1.0,18.661,64587.543
1.0,1.0,0.0,1.0,12.083,64599.625
0.0,0.0,0.0,1.0,18.671,64618.297
1.0,0.0,0.0,1.0,11.978,64630.273
1.0,1.0,1.0,1.0,9.986,64640.258
0.0,1.0,0.0,1.0,8.747,64649.004
1.0,1.0,0.0,1.0,12.177,64661.18
0.0,0.0,0.0,1.0,19.174,64680.355
0.0,1.0,1.0,1.0,10.349,64690.703
1.0,1.0,0.0,1.0,2.293,64692.996
0.0,1.0,0.0,1.0,19.527,64712.523
1.0,1.0,0.0,1.0,12.629,64725.152
0.0,0.0,0.0,1.0,19.408,64744.56
1.0,0.0,0.0,1.0,12.391,64756.95
1.0,1.0,1.0,1.0,10.259,64767.207
0.0,1.0,0.0,1.0,8.777,64775.984
1.0,1.0,0.0,1.0,12.181,64788.164
0.0,0.0,0.0,1.0,18.981,64807.145
0.0,1.0,1.0,1.0,10.022,64817.168
1.0,1.0,0.0,1.0,2.195,64819.363
0.0,1.0,0.0,1.0,18.929,64838.293
1.0,1.0,0.0,1.0,12.342,64850.637
0.0,0.0,0.0,1.0,19.011,64869.65
1.0,0.0,0.0,1.0,12.144,64881.793
1.0,1.0,1.0,1.0,10.08,64891.87
0.0,1.0,0.0,1.0,8.715,64900.586
1.0,1.0,0.0,1.0,12.076,64912.66
0.0,0.0,0.0,1.0,18.905,64931.566
0.0,1.0,1.0,1.0,10.069,64941.637
1.0,1.0,0.0,1.0,2.204,64943.84
0.0,1.0,0.0,1.0,18.841,64962.68
1.0,1.0,0.0,1.0,12.148,64974.83
0.0,0.0,0.0,1.0,18.739,64993.566
1.0,0.0,0.0,1.0,11.98,65005.547
1.0,1.0,1.0,1.0,9.953,65015.5
0.0,1.0,0.0,1.0,8.599,65024.098
1.0,1.0,0.0,1.0,11.922,65036.02
0.0,0.0,0.0,1.0,18.628,65054.65
0.0,1.0,1.0,1.0,9.861,65064.508
1.0,1.0,0.0,1.0,2.153,65066.66
0.0,1.0,0.0,1.0,18.541,65085.2
1.0,1.0,0.0,1.0,11.999,65097.2
0.0,0.0,0.0,1.0,18.41,65115.61
1.0,0.0,0.0,1.0,11.733,65127.344
1.0,1.0,1.0,1.0,9.755,65137.098
0.0,1.0,0.0,1.0,8.552,65145.65
1.0,1.0,0.0,1.0,11.91,65157.56
0.0,0.0,0.0,1.0,18.681,65176.24
0.0,1.0,1.0,1.0,9.985,65186.223
1.0,1.0,0.0,1.0,2.187,65188.41
0.0,1.0,0.0,1.0,18.753,65207.164
1.0,1.0,0.0,1.0,12.1,65219.266
0.0,0.0,0.0,1.0,18.701,65237.965
1.0,0.0,0.0,1.0,11.972,65249.938
1.0,1.0,1.0,1.0,9.93,65259.867
0.0,1.0,0.0,1.0,8.512,65268.38
1.0,1.0,0.0,1.0,11.814,65280.19
0.0,0.0,0.0,1.0,18.408,65298.598
0.0,1.0,1.0,1.0,9.707,65308.305
1.0,1.0,0.0,1.0,2.12,65310.426
0.0,1.0,0.0,1.0,18.289,65328.715
1.0,1.0,0.0,1.0,11.873,65340.586
0.0,0.0,0.0,1.0,18.299,65358.887
1.0,0.0,0.0,1.0,11.678,65370.566
1.0,1.0,1.0,1.0,9.718,65380.285
0.0,1.0,0.0,1.0,8.497,65388.78
1.0,1.0,0.0,1.0,11.853,65400.633
0.0,0.0,0.0,1.0,18.496,65419.13
0.0,1.0,1.0,1.0,9.81,65428.938
1.0,1.0,0.0,1.0,2.147,65431.086
0.0,1.0,0.0,1.0,18.368,65449.453
1.0,1.0,0.0,1.0,11.864,65461.316
0.0,0.0,0.0,1.0,18.251,65479.566
1.0,0.0,0.0,1.0,11.656,65491.223
1.0,1.0,1.0,1.0,9.686,65500.91
0.0,1.0,0.0,1.0,8.363,65509.273
1.0,1.0,0.0,1.0,11.59,65520.863
0.0,0.0,0.0,1.0,18.202,65539.06
0.0,1.0,1.0,1.0,9.761,65548.82
1.0,1.0,0.0,1.0,2.145,65550.97
0.0,1.0,0.0,1.0,18.466,65569.44
MARK 006
0.0,1.0,0.0,1.0,169.754,65739.195
1.0,1.0,0.0,1.0,11.778,65750.98
0.0,0.0,0.0,1.0,18.442,65769.42
0.0,1.0,1.0,1.0,9.845,65779.266
1.0,1.0,0.0,1.0,2.157,65781.42
0.0,1.0,0.0,1.0,18.582,65800.0
1.0,1.0,0.0,1.0,12.051,65812.055
0.0,0.0,0.0,1.0,18.559,65830.62
1.0,0.0,0.0,1.0,11.863,65842.48
1.0,1.0,1.0,1.0,9.849,65852.33
0.0,1.0,0.0,1.0,8.513,65860.84
1.0,1.0,0.0,1.0,11.803,65872.65
0.0,0.0,0.0,1.0,18.455,65891.1
0.0,1.0,1.0,1.0,9.805,65900.91
1.0,1.0,0.0,1.0,2.145,65903.055
0.0,1.0,0.0,1.0,18.567,65921.625
1.0,1.0,0.0,1.0,12.151,65933.77
0.0,0.0,0.0,1.0,18.655,65952.43
1.0,0.0,0.0,1.0,11.932,65964.36
1.0,1.0,1.0,1.0,9.895,65974.26
0.0,1.0,0.0,1.0,8.527,65982.78
1.0,1.0,0.0,1.0,11.811,65994.59
0.0,0.0,0.0,1.0,18.448,66013.04
0.0,1.0,1.0,1.0,9.792,66022.83
1.0,1.0,0.0,1.0,2.145,66024.98
0.0,1.0,0.0,1.0,18.318,66043.3
1.0,1.0,0.0,1.0,11.824,66055.12
0.0,0.0,0.0,1.0,18.227,66073.34
1.0,0.0,0.0,1.0,11.658,66085.0
1.0,1.0,1.0,1.0,9.702,66094.7
0.0,1.0,0.0,1.0,8.471,66103.17
1.0,1.0,0.0,1.0,11.778,66114.95
0.0,0.0,0.0,1.0,18.476,66133.43
0.0,1.0,1.0,1.0,9.878,66143.305
1.0,1.0,0.0,1.0,2.173,66145.48
0.0,1.0,0.0,1.0,18.592,66164.07
1.0,1.0,0.0,1.0,12.07,66176.14
0.0,0.0,0.0,1.0,18.525,66194.664
1.0,0.0,0.0,1.0,11.809,66206.48
1.0,1.0,1.0,1.0,9.811,66216.29
0.0,1.0,0.0,1.0,8.417,66224.7
1.0,1.0,0.0,1.0,11.667,66236.37
0.0,0.0,0.0,1.0,18.299,66254.664
0.0,1.0,1.0,1.0,9.763,66264.43
1.0,1.0,0.0,1.0,2.134,66266.56
0.0,1.0,0.0,1.0,18.33,66284.89
1.0,1.0,0.0,1.0,11.883,66296.77
0.0,0.0,0.0,1.0,18.346,66315.12
1.0,0.0,0.0,1.0,11.746,66326.86
1.0,1.0,1.0,1.0,9.792,66336.65
0.0,1.0,0.0,1.0,8.644,66345.29
1.0,1.0,0.0,1.0,12.166,66357.45
0.0,0.0,0.0,1.0,18.978,66376.43
0.0,1.0,1.0,1.0,10.012,66386.445
1.0,1.0,0.0,1.0,2.195,66388.64
0.0,1.0,0.0,1.0,18.815,66407.45
1.0,1.0,0.0,1.0,12.195,66419.65
0.0,0.0,0.0,1.0,18.72,66438.37
1.0,0.0,0.0,1.0,11.914,66450.28
1.0,1.0,1.0,1.0,9.927,66460.21
0.0,1.0,0.0,1.0,8.625,66468.836
1.0,1.0,0.0,1.0,11.985,66480.82
0.0,0.0,0.0,1.0,18.899,66499.72
0.0,1.0,1.0,1.0,10.228,66509.945
1.0,1.0,0.0,1.0,2.261,66512.2
0.0,1.0,0.0,1.0,19.339,66531.54
1.0,1.0,0.0,1.0,12.549,66544.086
0.0,0.0,0.0,1.0,19.259,66563.34
1.0,0.0,0.0,1.0,12.27,66575.62
1.0,1.0,1.0,1.0,10.17,66585.79
0.0,1.0,0.0,1.0,8.721,66594.51
1.0,1.0,0.0,1.0,12.102,66606.61
0.0,0.0,0.0,1.0,18.914,66625.52
0.0,1.0,1.0,1.0,10.032,66635.555
1.0,1.0,0.0,1.0,2.203,66637.76
0.0,1.0,0.0,1.0,18.877,66656.63
1.0,1.0,0.0,1.0,12.219,66668.85
0.0,0.0,0.0,1.0,18.783,66687.63
1.0,0.0,0.0,1.0,11.972,66699.6
1.0,1.0,1.0,1.0,9.95,66709.555
0.0,1.0,0.0,1.0,8.627,66718.18
1.0,1.0,0.0,1.0,11.957,66730.13
0.0,0.0,0.0,1.0,18.61,66748.74
0.0,1.0,1.0,1.0,9.794,66758.54
1.0,1.0,0.0,1.0,2.146,66760.69
0.0,1.0,0.0,1.0,18.389,66779.08
1.0,1.0,0.0,1.0,11.886,66790.96
0.0,0.0,0.0,1.0,18.244,66809.2
1.0,0.0,0.0,1.0,11.643,66820.84
1.0,1.0,1.0,1.0,9.655,66830.5
0.0,1.0,0.0,1.0,8.305,66838.805
1.0,1.0,0.0,1.0,11.522,66850.33
0.0,0.0,0.0,1.0,17.997,66868.33
0.0,1.0,1.0,1.0,9.574,66877.9
1.0,1.0,0.0,1.0,2.084,66879.984
0.0,1.0,0.0,1.0,18.027,66898.01
1.0,1.0,0.0,1.0,11.698,66909.7
0.0,0.0,0.0,1.0,17.989,66927.695
1.0,0.0,0.0,1.0,11.487,66939.18
1.0,1.0,1.0,1.0,9.548,66948.73
0.0,1.0,0.0,1.0,8.275,66957.0
1.0,1.0,0.0,1.0,11.482,66968.484
0.0,0.0,0.0,1.0,17.919,66986.41
0.0,1.0,1.0,1.0,9.497,66995.91
1.0,1.0,0.0,1.0,2.063,66997.97
0.0,1.0,0.0,1.0,17.854,67015.82
1.0,1.0,0.0,1.0,11.569,67027.39
0.0,0.0,0.0,1.0,17.757,67045.15
1.0,0.0,0.0,1.0,11.358,67056.51
1.0,1.0,1.0,1.0,9.403,67065.914
0.0,1.0,0.0,1.0,8.136,67074.05
1.0,1.0,0.0,1.0,11.268,67085.31
0.0,0.0,0.0,1.0,17.645,67102.96
0.0,1.0,1.0,1.0,9.411,67112.375
1.0,1.0,0.0,1.0,2.045,67114.42
0.0,1.0,0.0,1.0,17.821,67132.24
1.0,1.0,0.0,1.0,11.707,67143.945
0.0,0.0,0.0,1.0,18.015,67161.96
1.0,0.0,0.0,1.0,11.512,67173.48
1.0,1.0,1.0,1.0,9.569,67183.05
0.0,1.0,0.0,1.0,8.353,67191.4
1.0,1.0,0.0,1.0,11.593,67202.99
0.0,0.0,0.0,1.0,18.166,67221.16
0.0,1.0,1.0,1.0,9.688,67230.84
1.0,1.0,0.0,1.0,2.114,67232.96
0.0,1.0,0.0,1.0,18.197,67251.16
1.0,1.0,0.0,1.0,11.756,67262.914
0.0,0.0,0.0,1.0,18.161,67281.08
1.0,0.0,0.0,1.0,11.66,67292.734
1.0,1.0,1.0,1.0,9.697,67302.43
0.0,1.0,0.0,1.0,8.501,67310.93
1.0,1.0,0.0,1.0,11.837,67322.766
0.0,0.0,0.0,1.0,18.548,67341.31
0.0,1.0,1.0,1.0,9.89,67351.2
1.0,1.0,0.0,1.0,2.168,67353.375
0.0,1.0,0.0,1.0,18.589,67371.96
1.0,1.0,0.0,1.0,12.037,67384.0
0.0,0.0,0.0,1.0,18.483,67402.484
1.0,0.0,0.0,1.0,11.803,67414.29
1.0,1.0,1.0,1.0,9.798,67424.086
0.0,1.0,0.0,1.0,8.452,67432.54
1.0,1.0,0.0,1.0,11.718,67444.26
0.0,0.0,0.0,1.0,18.311,67462.57
0.0,1.0,1.0,1.0,9.73,67472.3
1.0,1.0,0.0,1.0,2.128,67474.42
0.0,1.0,0.0,1.0,18.396,67492.82
1.0,1.0,0.0,1.0,11.993,67504.81
0.0,0.0,0.0,1.0,18.507,67523.32
1.0,0.0,0.0,1.0,11.864,67535.19
1.0,1.0,1.0,1.0,9.873,67545.06
0.0,1.0,0.0,1.0,8.637,67553.7
1.0,1.0,0.0,1.0,12.039,67565.74
0.0,0.0,0.0,1.0,18.833,67584.58
0.0,1.0,1.0,1.0,10.046,67594.625
1.0,1.0,0.0,1.0,2.21,67596.836
0.0,1.0,0.0,1.0,18.842,67615.68
1.0,1.0,0.0,1.0,12.156,67627.836
0.0,0.0,0.0,1.0,18.687,67646.52
1.0,0.0,0.0,1.0,11.929,67658.45
1.0,1.0,1.0,1.0,9.888,67668.34
0.0,1.0,0.0,1.0,8.52,67676.87
1.0,1.0,0.0,1.0,11.801,67688.67
0.0,0.0,0.0,1.0,18.518,67707.19
0.0,1.0,1.0,1.0,9.898,67717.086
1.0,1.0,0.0,1.0,2.173,67719.26
0.0,1.0,0.0,1.0,18.701,67737.96
1.0,1.0,0.0,1.0,12.178,67750.14
0.0,0.0,0.0,1.0,18.751,67768.89
1.0,0.0,0.0,1.0,12.011,67780.9
1.0,1.0,1.0,1.0,9.966,67790.87
0.0,1.0,0.0,1.0,8.628,67799.49
1.0,1.0,0.0,1.0,11.976,67811.47
0.0,0.0,0.0,1.0,18.687,67830.16
0.0,1.0,1.0,1.0,9.913,67840.07
1.0,1.0,0.0,1.0,2.163,67842.234
0.0,1.0,0.0,1.0,18.517,67860.75
1.0,1.0,0.0,1.0,11.948,67872.695
0.0,0.0,0.0,1.0,18.34,67891.04
1.0,0.0,0.0,1.0,11.703,67902.74
1.0,1.0,1.0,1.0,9.736,67912.48
0.0,1.0,0.0,1.0,8.447,67920.92
1.0,1.0,0.0,1.0,11.708,67932.63
0.0,0.0,0.0,1.0,18.378,67951.01
0.0,1.0,1.0,1.0,9.846,67960.85
1.0,1.0,0.0,1.0,2.156,67963.01
0.0,1.0,0.0,1.0,18.533,67981.54
1.0,1.0,0.0,1.0,12.025,67993.56
0.0,0.0,0.0,1.0,18.57,68012.13
1.0,0.0,0.0,1.0,11.901,68024.03
1.0,1.0,1.0,1.0,9.9,68033.93
0.0,1.0,0.0,1.0,8.61,68042.54
1.0,1.0,0.0,1.0,11.936,68054.48
0.0,0.0,0.0,1.0,18.587,68073.06
0.0,1.0,1.0,1.0,9.822,68082.88
1.0,1.0,0.0,1.0,2.143,68085.02
0.0,1.0,0.0,1.0,18.384,68103.41
1.0,1.0,0.0,1.0,11.886,68115.29
0.0,0.0,0.0,1.0,18.368,68133.66
1.0,0.0,0.0,1.0,11.748,68145.41
1.0,1.0,1.0,1.0,9.77,68155.18
0.0,1.0,0.0,1.0,8.482,68163.664
1.0,1.0,0.0,1.0,11.764,68175.43
0.0,0.0,0.0,1.0,18.418,68193.85
0.0,1.0,1.0,1.0,9.79,68203.64
1.0,1.0,0.0,1.0,2.142,68205.78
0.0,1.0,0.0,1.0,18.456,68224.234
1.0,1.0,0.0,1.0,11.995,68236.23
0.0,0.0,0.0,1.0,18.445,68254.67
1.0,0.0,0.0,1.0,11.753,68266.42
1.0,1.0,1.0,1.0,9.783,68276.2
0.0,1.0,0.0,1.0,8.496,68284.695
1.0,1.0,0.0,1.0,11.794,68296.49
0.0,0.0,0.0,1.0,18.561,68315.055
0.0,1.0,1.0,1.0,10.03,68325.086
1.0,1.0,0.0,1.0,2.215,68327.305
0.0,1.0,0.0,1.0,18.838,68346.14
1.0,1.0,0.0,1.0,12.163,68358.305
0.0,0.0,0.0,1.0,18.83,68377.13
1.0,0.0,0.0,1.0,12.088,68389.22
1.0,1.0,1.0,1.0,10.041,68399.26
0.0,1.0,0.0,1.0,8.636,68407.89
1.0,1.0,0.0,1.0,11.966,68419.86
0.0,0.0,0.0,1.0,18.802,68438.664
0.0,1.0,1.0,1.0,10.111,68448.77
1.0,1.0,0.0,1.0,2.232,68451.01
0.0,1.0,0.0,1.0,19.129,68470.14
1.0,1.0,0.0,1.0,12.472,68482.61
0.0,0.0,0.0,1.0,19.095,68501.7
1.0,0.0,0.0,1.0,12.162,68513.87
1.0,1.0,1.0,1.0,10.126,68523.99
0.0,1.0,0.0,1.0,8.736,68532.73
1.0,1.0,0.0,1.0,12.111,68544.836
0.0,0.0,0.0,1.0,18.988,68563.82
0.0,1.0,1.0,1.0,10.148,68573.97
1.0,1.0,0.0,1.0,2.228,68576.195
0.0,1.0,0.0,1.0,19.106,68595.305
1.0,1.0,0.0,1.0,12.363,68607.664
0.0,0.0,0.0,1.0,18.975,68626.64
1.0,0.0,0.0,1.0,12.118,68638.76
1.0,1.0,1.0,1.0,10.064,68648.82
0.0,1.0,0.0,1.0,8.651,68657.47
1.0,1.0,0.0,1.0,11.995,68669.46
0.0,0.0,0.0,1.0,18.631,68688.09
0.0,1.0,1.0,1.0,9.791,68697.88
1.0,1.0,0.0,1.0,2.139,68700.02
0.0,1.0,0.0,1.0,18.305,68718.33
1.0,1.0,0.0,1.0,11.805,68730.13
0.0,0.0,0.0,1.0,18.175,68748.305
1.0,0.0,0.0,1.0,11.637,68759.945
1.0,1.0,1.0,1.0,9.647,68769.59
