Time	SecL	RPM	MAP	Boost psi	TPS	TPSADC	MAF	MAFload	MAF volts	MAF Freq	AFR	MAT	CLT	Engine	Batt V	EGO cor1	Fuel: Air cor	Fuel: Warmup cor	Fuel: Baro cor	Fuel: Total cor	Fuel: Accel enrich	Fuel: Accel PW	VE1	PW	Duty Cycle1	VE2	PW2	Duty Cycle2	VE1 raw	VE2 raw	VE3 raw	VE4 raw	Seq PW1	Seq PW2	Seq PW3	Seq PW4	Seq PW5	Seq PW6	Seq PW7	Seq PW8	Seq PW9	Seq PW10	Seq PW11	Seq PW12	SPK: Spark Advance	SPK: Knock retard	Knock in	SPK: Cold advance	SPK: Traction retard	SPK: CEL retard	SPK: Fuel cut retard	SPK: External advance	SPK: Base Spark Advance	SPK: Idle Correction Advance	SPK: MAT Retard	SPK: Flex Advance	SPK: Spark Table 1	SPK: Spark Table 2	SPK: Spark Table 3	SPK: Spark Table 4	SPK: Revlim Retard	SPK: ALS Timing	SPK: Launch Timing	SPK: 3-step Timing	SPK: Launch VSS Retard	Dwell	Barometer	PWM Idle duty	Closed-loop idle target RPM	Closed-loop idle RPM error	AFR 1 Target	AFR 2 Target	AFR 1 Error	AFR 2 Error	TPSdot	MAPdot	RPMdot	Load	Secondary load	Ign load	Secondary ign load	AFR load	Injector timing pri	Injector timing sec	ECU Temperature	canin1_8	canout1_8	canout9_16	Timing err	Lost sync count	Lost sync reason	Fuel flow cc/min	VSS1	VSS1 ms-1	MPG(USA	MPG(UK	VSS1dot	Status1	Status2	Status3	Status4	Status5	Status5s	Status6	Status7	Status8	Status9	TPS accel	MAP accel	Total accel	porta	portb	porteh	portk	portmj	portp	portt	CEL status	CEL status2	CEL error code	Fuel temperature cor	Fuel pressure cor	Engine in cruise state	Engine accelerating slowly	Engine decelerating slowly	Engine in overrun	Engine idling	Engine WOT	TC slip * time	Loop	CAN error bits	CAN error count	Mainloop time	Fuel Flow cc	Fuel Flow lph	Gallons Used	Trip Meter Miles	Odometer Miles	Vehicle Speed	Power	Torque	Odometer_Miles
	s	RPM	kPa		%	ADC	g/sec	kPa	V		AFR	F	F	bit	v	%	%	%	%	%	%	ms	%	ms	%	%	ms	%	%	%	%	%	ms	ms	ms	ms	ms	ms	ms	ms	ms	ms	ms	ms	deg	deg	%	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	ms	kPa	%	rpm	rpm	AFR	AFR			%/s	kPa/s	rpm/sec	kPa	%	%	%	kPa	deg	deg					%			cc/min	MPH	ms-1			ms-2											%	%	%	bit	bit	bit	bit	bit	bit	bit	bit	bit	bit	%	%											us	cc/min	l/hr	Gal	Miles	Miles	MPH	HP	lbft	Miles
159.486	502	3430	16.3	-11.7	0.1	93	0.00	0.0	0.000	38	14.30	91.4	194.2	1	14.2	100.0	99.8	100	100.0	99	100	0.000	21.6	1.085	3.1	21.6	1.085	3.1	21.6	0.0	100.0	0.0	1.085	1.085	1.085	1.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.9	0.0	0.0	0.0	36.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	2544	13.2	13.2	1.1	-13.2	-0.3	5.0	-1810	16.3	0.0	16.3	0.0	16.3	90.0	0.0	12.5	0	0	0	-17.0	0	0	179	4.0	1.8	1.4	1.7	-0.3	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	246	128	4	69	0	0	0	0.0	0.0	0	0	1	1	0	0	0	0	0	0	732	4.1	0.2	2.2	0.00	0.00	0.00	0.0	0.0	0.0
159.553	502	3343	16.1	-11.7	0.1	93	0.00	0.0	0.000	38	16.50	91.4	194.2	1	14.2	100.0	99.8	100	100.0	99	100	0.000	22.0	1.087	3.0	22.0	1.087	3.0	22.0	0.0	100.0	0.0	1.087	1.087	1.087	1.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.5	0.0	0.0	0.0	36.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	2457	13.2	13.2	3.3	-13.2	-1.2	-4.0	-1100	16.1	0.0	16.1	0.0	16.1	90.0	0.0	12.5	0	0	0	14.0	0	0	179	4.0	1.8	1.4	1.7	-0.3	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	254	23	247	136	4	64	0	0	0	0.0	0.0	0	0	1	1	0	0	0	0	0	0	732	4.1	0.2	2.2	0.00	0.00	0.00	0.0	0.0	0.0
159.620	502	3321	15.7	-11.8	0.1	93	0.00	0.0	0.000	38	16.80	91.4	194.2	1	14.2	100.0	99.8	100	100.0	99	100	0.000	21.4	1.077	3.0	21.4	1.077	3.0	21.4	0.0	100.0	0.0	1.072	1.072	1.072	1.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.4	0.0	0.0	0.0	36.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	2435	13.2	13.2	3.6	-13.2	0.0	-6.0	-1080	15.7	0.0	15.7	0.0	15.7	90.0	0.0	12.5	0	0	0	-13.0	0	0	179	3.8	1.7	1.3	1.6	-0.4	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	246	128	4	69	0	0	0	0.0	0.0	0	0	1	1	0	0	0	0	0	0	700	3.6	0.2	2.2	0.00	0.00	0.00	0.0	0.0	0.0
159.687	502	3301	15.9	-11.7	0.1	93	0.00	0.0	0.000	38	17.80	91.4	194.2	1	14.2	100.0	99.8	100	100.0	99	100	0.000	22.6	1.091	3.0	22.6	1.091	3.0	22.6	0.0	100.0	0.0	1.091	1.091	1.091	1.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.3	0.0	0.0	0.0	36.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	2415	13.2	13.2	4.6	-13.2	0.2	0.0	-830	15.9	0.0	15.9	0.0	15.9	90.0	0.0	12.5	0	0	0	14.0	0	0	179	3.8	1.7	1.3	1.6	-0.4	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	253	23	247	136	4	68	0	0	0	0.0	0.0	0	0	1	1	0	0	0	0	0	0	700	4.2	0.2	2.2	0.00	0.00	0.00	0.0	0.0	0.0
159.755	503	3248	15.9	-11.7	0.1	93	0.00	0.0	0.000	38	17.90	91.4	194.2	1	14.2	100.0	99.8	100	100.0	99	100	0.000	23.5	1.102	3.0	23.5	1.102	3.0	23.5	0.0	100.0	0.0	1.102	1.102	1.102	1.102	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.1	0.0	0.0	0.0	36.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	2362	13.2	13.2	4.7	-13.2	0.0	0.0	-570	15.9	0.0	15.9	0.0	15.9	90.0	0.0	12.5	0	0	0	-16.0	0	0	179	3.8	1.7	1.3	1.6	-0.4	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	245	136	4	69	0	0	0	0.0	0.0	0	0	0	1	0	0	0	0	0	0	700	4.6	0.3	2.2	0.00	0.00	0.00	0.0	0.0	0.0
159.822	503	3217	15.9	-11.7	0.1	93	0.00	0.0	0.000	38	17.90	91.4	194.2	1	14.2	100.0	99.8	100	100.0	99	100	0.000	24.2	1.110	3.0	24.2	1.110	3.0	24.2	0.0	100.0	0.0	1.111	1.111	1.111	1.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	2331	13.2	13.2	4.7	-13.2	0.0	0.0	-630	15.9	0.0	15.9	0.0	15.9	90.0	0.0	12.5	0	0	0	-14.0	0	0	179	3.6	1.6	1.3	1.5	-0.3	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	246	128	4	101	0	0	0	0.0	0.0	0	0	0	1	0	0	0	0	0	0	700	5.0	0.3	2.2	0.00	0.00	0.00	0.0	0.0	0.0
159.889	503	3199	16.3	-11.7	0.1	93	0.00	0.0	0.000	38	17.90	91.4	194.2	1	14.2	100.0	99.8	100	100.0	99	100	0.000	25.5	1.131	3.0	25.5	1.131	3.0	25.5	0.0	100.0	0.0	1.136	1.136	1.136	1.136	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	35.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.9	0.0	0.0	0.0	35.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	2313	13.2	13.2	4.7	-13.2	-0.8	4.0	-490	16.3	0.0	16.3	0.0	16.3	90.0	0.0	12.5	0	0	0	-15.0	0	0	179	3.6	1.6	1.3	1.5	-0.3	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	246	128	4	101	0	0	0	0.0	0.0	0	0	0	1	0	0	0	0	0	0	700	5.9	0.3	2.2	0.00	0.00	0.00	0.0	0.0	0.0
159.956	503	3186	16.3	-11.7	0.1	93	0.00	0.0	0.000	38	17.50	91.4	194.2	1	14.2	100.0	99.8	100	100.0	99	100	0.000	25.7	1.139	3.0	25.7	1.139	3.0	25.7	0.0	100.0	0.0	1.139	1.139	1.139	1.139	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	35.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.9	0.0	0.0	0.0	35.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	2300	13.2	13.2	4.3	-13.2	-0.1	0.0	-330	16.3	0.0	16.3	0.0	16.3	90.0	0.0	12.5	0	0	0	-13.0	0	0	179	3.6	1.6	1.3	1.5	-0.3	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	1	255	23	246	128	4	97	0	0	0	0.0	0.0	0	0	0	1	0	0	0	0	0	0	700	6.2	0.4	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.024	503	3180	16.3	-11.7	0.1	94	0.00	0.0	0.000	38	16.60	91.4	194.2	1	14.2	100.0	99.8	100	100.0	99	100	0.000	25.8	1.140	3.0	25.8	1.140	3.0	25.8	0.0	100.0	0.0	1.140	1.140	1.140	1.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	35.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.8	0.0	0.0	0.0	35.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	2294	13.2	13.2	3.4	-13.2	0.0	0.0	-380	16.3	0.0	16.3	0.0	16.3	90.0	0.0	12.5	0	0	0	13.0	0	0	179	3.6	1.6	1.3	1.5	-0.4	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	253	23	247	136	4	100	0	0	0	0.0	0.0	0	0	0	1	0	0	0	0	0	0	700	6.2	0.4	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.091	503	3161	16.3	-11.7	6.3	172	0.00	0.0	0.000	38	15.80	91.4	194.2	17	14.2	100.0	99.8	100	100.0	99	195	2.800	26.1	2.940	7.7	26.1	1.144	3.0	26.1	0.0	100.0	0.0	3.999	3.999	3.999	3.999	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	35.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.8	0.0	0.0	0.0	35.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	2275	13.2	13.2	2.6	-13.2	173.1	0.0	-260	16.3	0.0	16.3	0.0	16.3	90.0	0.0	12.5	0	0	0	15.0	0	0	179	3.4	1.5	1.2	1.4	-0.4	136	0	0	0	0	0	64	0	0	0	64.9	0.0	39.1	4	254	23	247	136	4	96	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	700	85.9	5.1	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.159	503	3264	60.4	-5.3	49.7	437	0.00	0.0	0.000	38	15.80	91.4	194.2	17	14.2	100.0	99.8	100	100.0	99	154	3.300	69.9	6.061	16.5	69.9	2.681	7.3	69.9	0.0	100.0	0.0	7.578	7.578	7.578	7.578	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.8	0.0	0.0	0.0	31.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.2	886	2378	13.3	13.3	2.5	-13.3	587.7	735.0	-10	60.4	0.0	60.4	0.0	60.4	91.7	0.0	12.5	0	0	0	-15.0	0	0	179	3.4	1.5	1.2	1.4	-0.4	136	0	0	0	0	0	64	0	0	0	78.2	0.0	46.3	0	255	23	246	128	4	101	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	700	231.3	13.7	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.226	503	3452	95.0	-0.3	57.6	458	0.00	0.0	0.000	38	14.10	91.4	194.2	17	14.2	100.0	99.8	100	100.0	99	126	2.800	87.7	10.567	30.4	87.7	7.669	22.1	87.7	0.0	100.0	0.0	10.567	10.567	10.567	10.567	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.5	0.0	0.0	0.0	22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.2	886	2566	12.9	12.9	1.2	-12.9	267.3	560.0	500	95.0	0.0	95.0	0.0	95.0	95.8	0.0	12.5	0	0	0	-20.0	0	0	135	3.4	1.5	1.6	1.9	-0.5	136	0	0	0	0	0	64	0	0	0	73.4	0.0	39.7	4	253	23	247	136	4	68	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	700	462.4	27.4	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.293	503	3443	95.8	-0.2	52.9	415	0.00	0.0	0.000	38	13.30	91.4	194.2	33	14.2	100.0	99.8	100	100.0	99	100	0.000	89.0	9.571	27.5	89.0	7.877	22.6	89.0	0.0	100.0	0.0	7.877	7.877	7.877	7.877	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.2	0.0	0.0	0.0	22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.2	886	2557	12.9	12.9	0.4	-12.9	-66.2	14.0	2110	95.8	0.0	95.8	0.0	95.8	95.9	0.0	12.5	0	0	0	-19.0	0	0	135	3.6	1.6	1.7	2.0	-0.5	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	2	255	23	246	128	4	69	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	700	413.1	24.5	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.360	503	3494	95.8	-0.2	46.4	385	0.00	0.0	0.000	38	10.00	91.4	194.2	33	14.2	100.0	99.8	100	100.0	99	100	0.000	89.1	7.885	23.0	89.1	7.885	23.0	89.1	0.0	100.0	0.0	7.885	7.885	7.885	7.885	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.3	0.0	0.0	0.0	22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.9	886	2608	12.9	12.9	-2.9	-12.9	-125.2	1.0	940	95.8	0.0	95.8	0.0	95.8	96.2	0.0	12.5	0	0	0	-21.0	0	0	135	3.6	1.6	1.7	2.0	-0.5	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	2	255	23	246	128	4	65	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	704	336.8	20.0	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.427	503	3474	96.6	0.0	44.4	370	0.00	0.0	0.000	38	12.30	91.4	194.2	33	14.2	100.0	99.8	100	100.0	99	100	0.000	90.4	8.049	23.3	90.4	8.049	23.3	90.4	0.0	100.0	0.0	8.049	8.049	8.049	8.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.9	0.0	0.0	0.0	21.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.9	886	2588	12.9	12.9	-0.6	-12.9	-32.3	12.0	210	96.6	0.0	96.6	0.0	96.6	96.2	0.0	12.5	0	0	0	-21.0	0	0	135	3.6	1.6	1.7	2.0	-0.5	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	2	255	23	247	136	4	97	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	704	342.8	20.4	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.495	503	3463	97.0	0.0	38.6	330	0.00	0.0	0.000	38	12.80	91.4	194.2	33	14.2	100.0	99.8	100	100.0	99	100	0.000	91.0	8.127	23.5	91.0	8.127	23.5	91.0	0.0	100.0	0.0	8.127	8.127	8.127	8.127	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.8	0.0	0.0	0.0	21.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.9	886	2577	12.9	12.9	-0.1	-12.9	-98.0	3.0	-90	97.0	0.0	97.0	0.0	97.0	96.1	0.0	12.5	0	0	0	18.0	0	0	135	3.6	1.6	1.7	2.0	-0.5	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	2	254	23	247	136	4	64	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	704	345.5	20.5	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.561	503	3467	96.0	-0.1	34.9	312	0.00	0.0	0.000	38	12.70	91.4	194.2	33	14.2	100.0	99.8	100	100.0	99	100	0.000	89.2	7.907	22.8	89.2	7.907	22.8	89.2	0.0	100.0	0.0	7.907	7.907	7.907	7.907	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.1	0.0	0.0	0.0	22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	886	2581	12.9	12.9	-0.2	-12.9	-83.4	-15.0	40	96.0	0.0	96.0	0.0	96.0	96.1	0.0	12.5	0	0	0	-16.0	0	0	135	3.6	1.6	1.7	2.0	-0.5	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	3	255	23	246	128	4	65	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	704	335.3	19.9	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.629	503	3486	96.6	0.0	34.4	309	0.00	0.0	0.000	38	12.60	91.4	194.2	33	14.2	100.0	99.8	100	100.0	99	100	0.000	90.3	7.963	23.1	90.3	7.963	23.1	90.3	0.0	100.0	0.0	8.040	8.040	8.040	8.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	886	2600	12.9	12.9	-0.3	-12.9	-13.7	5.0	40	96.6	0.0	96.6	0.0	96.6	96.2	0.0	12.5	0	0	0	-16.0	0	0	135	3.6	1.6	1.7	2.0	-0.4	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	1	255	23	246	128	4	101	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	704	339.8	20.2	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.696	503	3538	97.4	0.1	34.3	312	0.00	0.0	0.000	38	12.70	91.4	194.2	1	14.1	100.0	99.8	100	100.0	99	100	0.000	92.5	8.195	24.2	92.5	8.195	24.2	92.5	0.0	100.0	0.0	8.298	8.298	8.298	8.298	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.9	0.0	0.0	0.0	21.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	886	2652	12.9	12.9	-0.2	-12.9	0.0	9.0	30	97.4	0.0	97.4	0.0	97.4	96.7	0.0	12.5	0	0	0	-21.0	0	0	135	3.6	1.6	1.7	2.0	-0.4	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	1	255	23	246	128	4	101	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	704	356.4	21.2	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.763	504	3513	99.0	0.3	35.3	319	0.00	0.0	0.000	38	12.70	91.4	194.2	17	14.1	100.0	99.8	100	100.0	99	105	0.500	95.0	9.133	26.7	95.0	8.615	25.2	95.0	0.0	100.0	0.0	9.214	9.214	9.214	9.214	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.3	0.0	0.0	0.0	21.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.1	886	2627	12.8	12.8	-0.1	-12.8	13.1	26.0	90	99.0	0.0	99.0	0.0	99.0	96.7	0.0	12.5	0	0	0	-22.0	0	0	135	3.6	1.6	1.7	2.0	-0.4	136	0	0	0	0	0	64	0	0	0	13.6	0.0	7.2	1	255	23	246	128	4	69	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	704	400.0	23.7	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.830	504	3575	101.0	0.6	39.5	356	0.00	0.0	0.000	38	12.60	91.3	194.2	17	14.1	100.0	99.8	100	100.0	99	115	1.600	98.1	10.726	32.0	98.1	9.084	27.1	98.1	0.0	100.0	0.0	10.744	10.744	10.744	10.744	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.1	886	2689	12.8	12.8	-0.2	-12.8	35.4	27.0	-100	101.0	0.0	101.0	0.0	101.0	97.2	0.0	12.5	0	0	0	-20.0	0	0	135	3.6	1.6	1.7	2.0	-0.3	136	0	0	0	0	0	64	0	0	0	43.6	0.0	22.4	1	255	23	247	136	4	69	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	704	486.8	28.9	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.897	504	3693	106.3	1.4	53.4	438	0.00	0.0	0.000	38	12.00	91.2	194.2	17	14.1	100.0	99.8	100	100.0	99	120	2.400	95.3	11.774	36.2	95.3	9.365	28.8	95.3	0.0	100.0	0.0	11.837	11.837	11.837	11.837	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.2	0.0	0.0	0.0	20.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.1	886	2807	12.6	12.6	-0.6	-12.6	190.8	83.0	480	106.3	0.0	106.3	0.0	106.3	98.0	0.0	12.5	0	0	0	-21.0	0	0	135	3.8	1.7	1.8	2.1	-0.3	136	0	0	0	0	0	64	0	0	0	66.5	0.0	33.0	1	255	23	246	128	4	101	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	704	557.0	33.1	2.2	0.00	0.00	0.00	0.0	0.0	0.0
160.964	504	3784	107.9	1.6	56.0	448	0.00	0.0	0.000	38	10.20	91.2	194.2	17	14.1	100.0	99.8	100	100.0	99	117	1.900	92.9	11.346	35.8	92.9	9.353	29.5	92.9	0.0	100.0	0.0	11.324	11.324	11.324	11.324	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	15.7	886	2898	12.6	12.6	-2.4	-12.6	100.2	34.0	870	107.9	0.0	107.9	0.0	107.9	98.6	0.0	12.5	0	0	0	-16.0	0	0	135	3.8	1.7	1.8	2.1	-0.3	136	0	0	0	0	0	64	0	0	0	57.5	0.0	27.2	3	255	23	246	128	4	65	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	704	548.1	32.5	2.2	0.00	0.00	0.00	0.0	0.0	0.0
161.031	504	3896	109.5	1.8	54.8	437	0.00	0.0	0.000	38	10.00	91.2	194.2	33	14.1	100.0	99.8	100	100.0	99	100	0.000	89.9	9.205	29.9	89.9	9.205	29.9	89.9	0.0	100.0	0.0	9.186	9.186	9.186	9.186	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.8	0.0	0.0	0.0	19.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	15.7	886	3010	12.6	12.6	-2.6	-12.6	-10.4	25.0	1490	109.5	0.0	109.5	0.0	109.5	99.3	0.0	12.7	0	0	0	-20.0	0	0	135	4.0	1.8	1.9	2.3	-0.2	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	6	255	23	246	128	4	97	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	704	447.5	26.6	2.2	0.00	0.00	0.00	0.0	0.0	0.0
161.099	504	4069	110.7	2.0	50.5	409	0.00	0.0	0.000	38	11.30	91.1	194.2	33	14.1	100.0	99.8	100	100.0	99	100	0.000	87.8	9.165	31.1	87.8	9.165	31.1	87.8	0.0	100.0	0.0	9.146	9.146	9.146	9.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.7	0.0	0.0	0.0	19.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	15.7	886	3183	12.5	12.5	-1.2	-12.5	-64.3	20.0	1280	110.7	0.0	110.7	0.0	110.7	100.5	0.0	12.7	0	0	0	-14.0	0	0	135	4.0	1.8	1.9	2.3	-0.2	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	4	255	23	246	128	4	69	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	736	465.1	27.6	2.2	0.00	0.00	0.00	0.0	0.0	0.0
161.165	504	4135	111.5	2.1	46.7	384	0.00	0.0	0.000	38	13.20	91.0	194.6	33	14.1	100.0	99.8	100	100.0	99	100	0.000	87.1	9.139	31.5	87.1	9.139	31.5	87.1	0.0	100.0	0.0	9.139	9.139	9.139	9.139	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.8	0.0	0.0	0.0	19.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	15.3	886	3249	12.5	12.5	0.7	-12.5	-62.7	12.0	1810	111.5	0.0	111.5	0.0	111.5	100.9	0.0	12.5	0	0	0	-10.0	0	0	135	4.0	1.8	1.9	2.3	-0.2	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	9	255	23	246	128	4	101	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	736	471.2	28.0	2.2	0.00	0.00	0.00	0.0	0.0	0.0
