Time	SecL	RPM	MAP	Boost psi	TPS	TPSADC	MAF	MAFload	MAF volts	MAF Freq	AFR	MAT	CLT	Engine	Batt V	EGO cor1	Fuel: Air cor	Fuel: Warmup cor	Fuel: Baro cor	Fuel: Total cor	Fuel: Accel enrich	Fuel: Accel PW	VE1	PW	Duty Cycle1	VE2	PW2	Duty Cycle2	VE1 raw	VE2 raw	VE3 raw	VE4 raw	Seq PW1	Seq PW2	Seq PW3	Seq PW4	Seq PW5	Seq PW6	Seq PW7	Seq PW8	Seq PW9	Seq PW10	Seq PW11	Seq PW12	SPK: Spark Advance	SPK: Knock retard	Knock in	SPK: Cold advance	SPK: Traction retard	SPK: CEL retard	SPK: Fuel cut retard	SPK: External advance	SPK: Base Spark Advance	SPK: Idle Correction Advance	SPK: MAT Retard	SPK: Flex Advance	SPK: Spark Table 1	SPK: Spark Table 2	SPK: Spark Table 3	SPK: Spark Table 4	SPK: Revlim Retard	SPK: ALS Timing	SPK: Launch Timing	SPK: 3-step Timing	SPK: Launch VSS Retard	Dwell	Barometer	PWM Idle duty	Closed-loop idle target RPM	Closed-loop idle RPM error	AFR 1 Target	AFR 2 Target	AFR 1 Error	AFR 2 Error	TPSdot	MAPdot	RPMdot	Load	Secondary load	Ign load	Secondary ign load	AFR load	Injector timing pri	Injector timing sec	ECU Temperature	canin1_8	canout1_8	canout9_16	Timing err	Lost sync count	Lost sync reason	Fuel flow cc/min	VSS1	VSS1 ms-1	MPG(USA	MPG(UK	VSS1dot	Status1	Status2	Status3	Status4	Status5	Status5s	Status6	Status7	Status8	Status9	TPS accel	MAP accel	Total accel	porta	portb	porteh	portk	portmj	portp	portt	CEL status	CEL status2	CEL error code	Fuel temperature cor	Fuel pressure cor	Engine in cruise state	Engine accelerating slowly	Engine decelerating slowly	Engine in overrun	Engine idling	Engine WOT	TC slip * time	Loop	CAN error bits	CAN error count	Mainloop time	Fuel Flow cc	Fuel Flow lph	Gallons Used	Trip Meter Miles	Odometer Miles	Vehicle Speed	Power	Torque	Odometer_Miles
	s	RPM	kPa		%	ADC	g/sec	kPa	V		AFR	F	F	bit	v	%	%	%	%	%	%	ms	%	ms	%	%	ms	%	%	%	%	%	ms	ms	ms	ms	ms	ms	ms	ms	ms	ms	ms	ms	deg	deg	%	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	ms	kPa	%	rpm	rpm	AFR	AFR			%/s	kPa/s	rpm/sec	kPa	%	%	%	kPa	deg	deg					%			cc/min	MPH	ms-1			ms-2											%	%	%	bit	bit	bit	bit	bit	bit	bit	bit	bit	bit	%	%											us	cc/min	l/hr	Gal	Miles	Miles	MPH	HP	lbft	Miles
0.000	343	1146	25.2	-10.4	0.1	94	0.00	0.0	0.000	38	13.70	99.1	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.9	1.279	1.2	23.9	1.279	1.2	23.9	0.0	100.0	0.0	1.279	1.279	1.279	1.279	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	259	14.0	14.0	-0.3	-14.0	-0.2	0.0	-30	25.2	0.0	25.2	0.0	25.2	90.0	0.0	10.6	0	0	0	-7.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	242	128	4	69	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	659	4.5	0.3	0.8	0.00	0.00	0.00	0.0	0.0	0.0
0.000	343	1159	25.2	-10.4	0.1	94	0.00	0.0	0.000	38	13.70	99.1	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.9	1.279	1.2	23.9	1.279	1.2	23.9	0.0	100.0	0.0	1.279	1.279	1.279	1.279	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	272	14.0	14.0	-0.3	-14.0	-0.4	0.0	0	25.2	0.0	25.2	0.0	25.2	90.0	0.0	10.6	0	0	0	7.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	253	23	243	136	4	68	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	659	4.5	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
0.214	343	1183	24.9	-10.4	0.1	94	0.00	0.0	0.000	38	13.90	99.1	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.6	1.267	1.2	23.6	1.267	1.2	23.6	0.0	100.0	0.0	1.267	1.267	1.267	1.267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	296	14.0	14.0	-0.1	-14.0	-0.4	-3.0	40	24.9	0.0	24.9	0.0	24.9	90.0	0.0	10.6	0	0	0	6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	243	136	4	64	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	663	4.4	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
0.295	343	1185	24.9	-10.4	0.1	93	0.00	0.0	0.000	38	13.90	99.1	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.6	1.267	1.3	23.6	1.267	1.3	23.6	0.0	100.0	0.0	1.267	1.267	1.267	1.267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	298	14.0	14.0	-0.1	-14.0	1.0	-2.0	20	24.9	0.0	24.9	0.0	24.9	90.0	0.0	10.6	0	0	0	-6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	242	128	4	69	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	663	4.4	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
0.337	343	1186	24.9	-10.4	0.1	93	0.00	0.0	0.000	38	13.90	99.1	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.6	1.267	1.3	23.6	1.267	1.3	23.6	0.0	100.0	0.0	1.267	1.267	1.267	1.267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	299	14.0	14.0	-0.1	-14.0	1.1	0.0	60	24.9	0.0	24.9	0.0	24.9	90.0	0.0	10.8	0	0	0	-7.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	242	128	4	69	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	663	4.4	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
0.387	343	1194	24.9	-10.4	0.1	93	0.00	0.0	0.000	38	13.90	99.1	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.6	1.267	1.3	23.6	1.267	1.3	23.6	0.0	100.0	0.0	1.267	1.267	1.267	1.267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	307	14.0	14.0	-0.1	-14.0	-1.3	0.0	40	24.9	0.0	24.9	0.0	24.9	90.0	0.0	10.8	0	0	0	-6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	242	128	4	65	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	663	4.5	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
0.443	343	1201	24.9	-10.4	0.1	94	0.00	0.0	0.000	38	13.90	99.1	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.5	1.266	1.3	23.5	1.266	1.3	23.5	0.0	100.0	0.0	1.266	1.266	1.266	1.266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	314	14.0	14.0	-0.1	-14.0	0.6	0.0	40	24.9	0.0	24.9	0.0	24.9	90.0	0.0	10.6	0	0	0	-6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	254	23	243	136	4	68	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	663	4.5	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
0.504	343	1204	24.9	-10.4	0.1	93	0.00	0.0	0.000	38	13.90	99.1	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.5	1.266	1.3	23.5	1.266	1.3	23.5	0.0	100.0	0.0	1.266	1.266	1.266	1.266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	317	14.0	14.0	-0.1	-14.0	-0.9	0.0	50	24.9	0.0	24.9	0.0	24.9	90.0	0.0	10.6	0	0	0	-7.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	242	128	4	69	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	663	4.5	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
0.566	343	1210	24.5	-10.5	0.1	93	0.00	0.0	0.000	38	13.90	99.1	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.2	1.253	1.3	23.2	1.253	1.3	23.2	0.0	100.0	0.0	1.253	1.253	1.253	1.253	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	323	14.0	14.0	-0.1	-14.0	1.1	-8.0	20	24.5	0.0	24.5	0.0	24.5	90.0	0.0	10.6	0	0	0	-6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	243	136	4	69	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	663	4.3	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
0.630	343	1205	24.5	-10.5	0.1	93	0.00	0.0	0.000	38	13.90	99.1	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.2	1.253	1.3	23.2	1.253	1.3	23.2	0.0	100.0	0.0	1.253	1.253	1.253	1.253	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	318	14.0	14.0	-0.1	-14.0	0.6	0.0	60	24.5	0.0	24.5	0.0	24.5	90.0	0.0	10.6	0	0	0	6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	243	136	4	64	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	663	4.3	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
0.695	343	1206	24.5	-10.5	0.1	94	0.00	0.0	0.000	38	13.90	99.2	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.2	1.253	1.3	23.2	1.253	1.3	23.2	0.0	100.0	0.0	1.253	1.253	1.253	1.253	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	319	14.0	14.0	-0.1	-14.0	1.7	0.0	10	24.5	0.0	24.5	0.0	24.5	90.0	0.0	10.6	0	0	0	-7.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	242	128	4	69	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	663	4.3	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
0.761	344	1196	24.5	-10.5	0.1	94	0.00	0.0	0.000	38	13.80	99.3	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.2	1.253	1.2	23.2	1.253	1.2	23.2	0.0	100.0	0.0	1.253	1.253	1.253	1.253	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	309	14.0	14.0	-0.2	-14.0	0.1	0.0	20	24.5	0.0	24.5	0.0	24.5	90.0	0.0	10.6	0	0	0	-6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	249	136	4	69	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.2	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
0.828	344	1199	24.5	-10.5	0.1	94	0.00	0.0	0.000	38	13.70	99.3	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.3	1.255	1.3	23.3	1.255	1.3	23.3	0.0	100.0	0.0	1.255	1.255	1.255	1.255	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	312	14.0	14.0	-0.3	-14.0	0.3	0.0	0	24.5	0.0	24.5	0.0	24.5	90.0	0.0	10.6	0	0	0	6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	4	255	23	243	136	4	64	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.3	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
0.894	344	1201	24.5	-10.5	0.1	94	0.00	0.0	0.000	38	13.70	99.3	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.2	1.253	1.3	23.2	1.253	1.3	23.2	0.0	100.0	0.0	1.253	1.253	1.253	1.253	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	314	14.0	14.0	-0.3	-14.0	0.2	0.0	20	24.5	0.0	24.5	0.0	24.5	90.0	0.0	10.8	0	0	0	-7.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	242	128	4	65	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.3	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
0.960	344	1198	24.5	-10.5	0.1	93	0.00	0.0	0.000	38	13.60	99.3	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.2	1.253	1.3	23.2	1.253	1.3	23.2	0.0	100.0	0.0	1.253	1.253	1.253	1.253	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	311	14.0	14.0	-0.4	-14.0	-1.7	0.0	-20	24.5	0.0	24.5	0.0	24.5	90.0	0.0	10.6	0	0	0	6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	253	23	243	136	4	68	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.2	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
1.026	344	1198	24.5	-10.5	0.1	93	0.00	0.0	0.000	38	13.60	99.3	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.2	1.253	1.3	23.2	1.253	1.3	23.2	0.0	100.0	0.0	1.253	1.253	1.253	1.253	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	311	14.0	14.0	-0.4	-14.0	2.1	0.0	-20	24.5	0.0	24.5	0.0	24.5	90.0	0.0	10.6	0	0	0	-6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	4	255	23	242	128	4	65	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.2	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
1.093	344	1171	24.5	-10.5	0.1	93	0.00	0.0	0.000	38	13.50	99.3	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.4	1.257	1.2	23.4	1.257	1.2	23.4	0.0	100.0	0.0	1.257	1.257	1.257	1.257	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	284	14.0	14.0	-0.5	-14.0	-0.3	0.0	-60	24.5	0.0	24.5	0.0	24.5	90.0	0.0	10.8	0	0	0	-7.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	242	128	4	65	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.2	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
1.159	344	1172	24.7	-10.5	0.1	94	0.00	0.0	0.000	38	13.50	99.3	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.5	1.257	1.2	23.5	1.257	1.2	23.5	0.0	100.0	0.0	1.262	1.262	1.262	1.262	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	285	14.0	14.0	-0.5	-14.0	0.0	0.0	-60	24.7	0.0	24.7	0.0	24.7	90.0	0.0	10.8	0	0	0	6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	243	136	4	68	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.2	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
1.225	344	1173	24.7	-10.5	0.1	93	0.00	0.0	0.000	38	13.50	99.3	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.5	1.262	1.2	23.5	1.262	1.2	23.5	0.0	100.0	0.0	1.262	1.262	1.262	1.262	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	286	14.0	14.0	-0.5	-14.0	-0.6	0.0	-50	24.7	0.0	24.7	0.0	24.7	90.0	0.0	10.8	0	0	0	-6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	242	128	4	69	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.3	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
1.291	344	1166	24.7	-10.5	0.1	94	0.00	0.0	0.000	38	13.40	99.3	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.6	1.264	1.2	23.6	1.264	1.2	23.6	0.0	100.0	0.0	1.264	1.264	1.264	1.264	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	279	14.0	14.0	-0.6	-14.0	-0.1	0.0	-60	24.7	0.0	24.7	0.0	24.7	90.0	0.0	10.8	0	0	0	6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	254	23	243	136	4	64	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.3	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
1.358	344	1157	24.7	-10.5	0.1	93	0.00	0.0	0.000	38	13.40	99.3	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.6	1.264	1.2	23.6	1.264	1.2	23.6	0.0	100.0	0.0	1.264	1.264	1.264	1.264	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	270	14.0	14.0	-0.6	-14.0	-1.5	0.0	-80	24.7	0.0	24.7	0.0	24.7	90.0	0.0	10.6	0	0	0	-6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	242	128	4	69	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.3	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
1.424	344	1155	24.7	-10.5	0.1	93	0.00	0.0	0.000	38	13.40	99.3	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.6	1.264	1.2	23.6	1.264	1.2	23.6	0.0	100.0	0.0	1.264	1.264	1.264	1.264	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	268	14.0	14.0	-0.6	-14.0	0.0	0.0	-80	24.7	0.0	24.7	0.0	24.7	90.0	0.0	10.6	0	0	0	-6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	243	136	4	69	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.3	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
1.490	344	1141	24.7	-10.5	0.1	93	0.00	0.0	0.000	38	13.40	99.3	176.1	1	14.1	100.0	99.5	100	100.0	99	100	0.000	23.7	1.264	1.2	23.7	1.264	1.2	23.7	0.0	100.0	0.0	1.266	1.266	1.266	1.266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	254	14.0	14.0	-0.6	-14.0	0.5	0.0	-100	24.7	0.0	24.7	0.0	24.7	90.0	0.0	10.8	0	0	0	-5.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	242	128	4	69	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.2	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
1.556	344	1147	24.7	-10.5	0.1	93	0.00	0.0	0.000	38	13.40	99.3	176.1	1	14.2	100.0	99.5	100	100.0	99	100	0.000	23.7	1.266	1.2	23.7	1.266	1.2	23.7	0.0	100.0	0.0	1.246	1.246	1.246	1.246	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	260	14.0	14.0	-0.6	-14.0	1.4	0.0	-80	24.7	0.0	24.7	0.0	24.7	90.0	0.0	10.8	0	0	0	-6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	243	136	4	69	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.3	0.3	2.1	0.00	0.00	0.00	0.0	0.0	0.0
1.623	344	1150	24.7	-10.5	0.1	94	0.00	0.0	0.000	38	13.40	99.3	176.1	1	14.2	100.0	99.5	100	100.0	99	100	0.000	23.7	1.246	1.2	23.7	1.246	1.2	23.7	0.0	100.0	0.0	1.246	1.246	1.246	1.246	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	263	14.0	14.0	-0.6	-14.0	0.2	0.0	-50	24.7	0.0	24.7	0.0	24.7	90.0	0.0	10.8	0	0	0	-7.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	2	255	23	243	136	4	68	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.0	0.2	2.1	0.00	0.00	0.00	0.0	0.0	0.0
1.689	344	1149	24.7	-10.5	0.1	93	0.00	0.0	0.000	38	13.40	99.3	176.1	1	14.2	100.0	99.5	100	100.0	99	100	0.000	23.7	1.246	1.2	23.7	1.246	1.2	23.7	0.0	100.0	0.0	1.246	1.246	1.246	1.246	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	887	262	14.0	14.0	-0.6	-14.0	-0.4	0.0	-60	24.7	0.0	24.7	0.0	24.7	90.0	0.0	10.8	0	0	0	-6.0	0	0	7	0.0	0.0	0.0	0.0	0.0	136	128	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	242	128	4	69	0	0	0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	667	4.0	0.2	2.1	0.00	0.00	0.00	0.0	0.0	0.0
